OBSR_NO.,DAY,Location,No. Empl,Customer Sat,Application Used,Loan/Lease,Approved/Dis,Amount,Approval Time,Wait for Info,Wait - Discrete,Cycle Time,Log10 Cycle Time,Cycle Time - Discrete
1317,13,Paris,10,5,2,Loan,Approved,30,2,0,No,4,0.60206,Pass
1318,14,New York,6,4,2,Lease,Approved,30,5,2,Yes,10,1,Fail
1319,14,New York,8,4,1,Loan,Approved,76,4,0,No,7,0.8451,Pass
1320,14,Sydney,12,4,3,Loan,Approved,85,9,3,Yes,17,1.23045,Fail
1321,14,New York,9,5,3,Lease,Approved,51,4,1,Yes,6,0.77815,Pass
1322,14,New York,6,5,1,Lease,Approved,102,6,2,Yes,11,1.04139,Fail
1323,14,New York,16,3,3,Lease,Disapproved,53,3,0,No,5,0.69897,Pass
1324,14,Paris,13,5,3,Lease,Approved,24,2,0,No,4,0.60206,Pass
1325,14,New York,10,5,3,Loan,Approved,100,4,0,No,6,0.77815,Pass
1326,14,Sydney,12,5,1,Loan,Approved,59,7,5,Yes,12,1.07918,Fail
1327,14,New York,10,5,1,Loan,Approved,28,6,1,Yes,12,1.07918,Fail
1328,14,Paris,11,5,3,Lease,Approved,17,4,0,No,8,0.90309,Pass
1329,14,New York,9,5,2,Lease,Approved,66,4,1,Yes,6,0.77815,Pass
1330,14,New York,6,5,2,Lease,Approved,25,5,2,Yes,10,1,Fail
1331,14,Paris,8,5,3,Loan,Approved,81,4,1,Yes,6,0.77815,Pass
1332,14,New York,8,5,2,Lease,Approved,22,4,2,Yes,6,0.77815,Pass
1333,14,Paris,8,5,1,Lease,Approved,33,4,0,No,7,0.8451,Pass
1334,14,Paris,11,5,3,Lease,Approved,54,4,2,Yes,6,0.77815,Pass
1335,14,Paris,12,5,3,Lease,Approved,55,3,0,No,5,0.69897,Pass
1336,14,New York,7,5,1,Loan,Approved,69,3,1,Yes,5,0.69897,Pass
1337,14,New York,10,5,2,Lease,Approved,38,4,2,Yes,6,0.77815,Pass
1338,14,New York,10,5,1,Lease,Approved,87,2,0,No,4,0.60206,Pass
1339,14,New York,12,5,3,Lease,Approved,76,3,1,Yes,5,0.69897,Pass
1340,14,Paris,11,5,3,Lease,Approved,45,4,0,No,8,0.90309,Pass
1341,14,New York,4,4,3,Lease,Approved,51,4,2,Yes,6,0.77815,Pass
1342,14,New York,15,4,2,Loan,Disapproved,62,5,0,No,9,0.95424,Fail
1343,14,New York,10,4,3,Lease,Approved,33,4,0,No,8,0.90309,Pass
1344,14,New York,13,4,1,Loan,Disapproved,14,5,0,No,9,0.95424,Fail
1345,14,Paris,14,4,2,Lease,Disapproved,65,3,0,No,5,0.69897,Pass
1346,14,Paris,9,5,2,Lease,Approved,49,0,0,No,3,0.47712,Pass
1347,14,New York,12,4,2,Lease,Approved,28,5,0,No,9,0.95424,Fail
1348,14,Paris,7,4,3,Lease,Approved,37,4,1,Yes,7,0.8451,Pass
1349,14,Paris,8,4,2,Lease,Approved,26,4,0,No,6,0.77815,Pass
1350,14,New York,11,4,2,Lease,Approved,45,4,0,No,8,0.90309,Pass
1351,14,New York,12,4,2,Lease,Approved,81,4,1,Yes,6,0.77815,Pass
1352,14,New York,10,4,3,Lease,Approved,72,6,1,Yes,11,1.04139,Fail
1353,14,Paris,8,4,1,Lease,Approved,33,4,1,Yes,6,0.77815,Pass
1354,14,New York,13,4,3,Loan,Disapproved,54,5,0,No,9,0.95424,Fail
1355,14,Paris,8,4,1,Loan,Approved,100,4,0,No,8,0.90309,Pass
1356,14,Paris,16,3,2,Lease,Disapproved,19,4,2,Yes,7,0.8451,Pass
1357,14,New York,9,3,3,Loan,Approved,48,4,0,No,8,0.90309,Pass
1358,14,Paris,14,4,1,Lease,Disapproved,27,4,0,No,6,0.77815,Pass
1359,14,New York,11,3,1,Lease,Approved,26,4,0,No,8,0.90309,Pass
1360,14,New York,8,3,2,Lease,Approved,35,4,0,No,8,0.90309,Pass
1361,14,Paris,9,4,1,Loan,Approved,41,0,0,No,3,0.47712,Pass
1362,14,Sydney,15,3,2,Lease,Disapproved,52,6,1,Yes,11,1.04139,Fail
1363,14,Paris,10,3,3,Lease,Approved,43,3,0,No,5,0.69897,Pass
1364,14,New York,9,3,2,Loan,Approved,34,4,0,No,8,0.90309,Pass
1365,14,Sydney,11,3,1,Lease,Approved,65,7,3,Yes,14,1.14613,Fail
1366,14,New York,11,4,1,Loan,Approved,8,4,1,Yes,7,0.8451,Pass
1367,14,Sydney,8,2,2,Lease,Approved,28,7,3,Yes,14,1.14613,Fail
1368,14,New York,17,4,3,Lease,Disapproved,67,4,1,Yes,7,0.8451,Pass
1369,14,New York,9,4,1,Loan,Approved,16,4,0,No,8,0.90309,Pass
1370,14,New York,8,2,2,Lease,Approved,55,6,5,Yes,12,1.07918,Fail
1371,14,Paris,11,4,2,Lease,Approved,81,3,1,Yes,5,0.69897,Pass
1372,14,New York,9,4,2,Loan,Approved,57,4,1,Yes,6,0.77815,Pass
1373,14,New York,12,4,1,Loan,Approved,60,3,0,No,5,0.69897,Pass
1374,14,New York,11,5,3,Lease,Approved,30,4,1,Yes,7,0.8451,Pass
1375,14,Paris,11,4,2,Lease,Approved,50,0,0,No,4,0.60206,Pass
1376,14,Paris,4,5,3,Lease,Approved,70,0,0,No,4,0.60206,Pass
1377,14,New York,15,5,2,Lease,Disapproved,40,3,1,Yes,5,0.69897,Pass
1378,14,Sydney,4,5,2,Lease,Approved,50,4,0,No,8,0.90309,Pass
1379,14,New York,7,5,1,Loan,Approved,46,5,0,No,9,0.95424,Fail
1380,14,New York,10,5,2,Lease,Approved,45,4,0,No,8,0.90309,Pass
1381,14,Paris,7,5,2,Lease,Approved,41,0,0,No,3,0.47712,Pass
1382,14,New York,9,5,2,Lease,Approved,72,4,0,No,8,0.90309,Pass
1383,14,Sydney,13,2,3,Lease,Disapproved,53,6,3,Yes,11,1.04139,Fail
1384,14,Paris,12,5,3,Loan,Approved,34,3,0,No,5,0.69897,Pass
1385,14,Paris,8,5,1,Lease,Approved,45,3,0,No,5,0.69897,Pass
1386,14,Sydney,12,5,1,Lease,Approved,39,4,0,No,7,0.8451,Pass
1387,14,Paris,14,4,2,Lease,Disapproved,78,4,0,No,8,0.90309,Pass
1388,14,Sydney,13,5,3,Lease,Approved,47,6,2,Yes,12,1.07918,Fail
1389,14,New York,15,5,3,Lease,Disapproved,26,5,0,No,9,0.95424,Fail
1390,14,New York,8,5,3,Lease,Approved,55,4,1,Yes,6,0.77815,Pass
1391,14,New York,7,5,3,Lease,Approved,21,4,2,Yes,7,0.8451,Pass
1392,14,New York,13,5,2,Loan,Disapproved,52,6,1,Yes,11,1.04139,Fail
1393,14,New York,14,5,2,Loan,Disapproved,33,6,1,Yes,11,1.04139,Fail
1394,14,Paris,11,5,3,Loan,Approved,54,4,1,Yes,7,0.8451,Pass
1395,14,New York,11,5,1,Lease,Approved,35,4,0,No,8,0.90309,Pass
1396,14,New York,16,4,3,Lease,Disapproved,29,4,1,Yes,6,0.77815,Pass
1397,15,Sydney,9,4,1,Loan,Approved,28,13,6,Yes,26,1.41497,Fail
1398,15,Sydney,11,4,1,Lease,Approved,37,8,3,Yes,15,1.17609,Fail
1399,15,Sydney,14,4,1,Lease,Disapproved,66,7,5,Yes,13,1.11394,Fail
1400,15,New York,10,4,1,Lease,Approved,25,5,0,No,9,0.95424,Fail
1401,15,Sydney,8,4,1,Lease,Approved,71,7,5,Yes,13,1.11394,Fail
1402,15,New York,11,4,1,Lease,Approved,32,6,2,Yes,12,1.07918,Fail
1403,15,New York,13,4,2,Lease,Disapproved,23,4,2,Yes,6,0.77815,Pass
1404,15,Sydney,11,4,1,Lease,Approved,44,8,3,Yes,16,1.20412,Fail
1405,15,Paris,14,4,1,Lease,Disapproved,45,2,0,No,4,0.60206,Pass
1406,15,New York,10,4,3,Lease,Approved,29,5,0,No,9,0.95424,Fail
1407,15,New York,5,4,3,Loan,Approved,28,4,0,No,8,0.90309,Pass
1408,15,New York,9,4,1,Loan,Approved,77,5,0,No,9,0.95424,Fail
1409,15,Paris,10,4,1,Lease,Approved,56,2,0,No,4,0.60206,Pass
1410,15,Sydney,8,4,3,Lease,Approved,15,11,4,Yes,21,1.32222,Fail
1411,15,Paris,8,4,1,Loan,Approved,31,0,0,No,3,0.47712,Pass
1412,15,Sydney,8,3,2,Loan,Approved,12,8,3,Yes,16,1.20412,Fail
1413,15,New York,12,3,2,Lease,Approved,53,6,1,Yes,11,1.04139,Fail
1414,15,New York,10,3,3,Lease,Approved,44,5,0,No,9,0.95424,Fail
1415,15,New York,10,3,2,Lease,Approved,115,4,0,No,8,0.90309,Pass
1416,15,Sydney,12,3,2,Lease,Approved,59,10,4,Yes,20,1.30103,Fail
1417,15,Sydney,10,3,3,Lease,Approved,73,12,7,Yes,24,1.38021,Fail
1418,15,New York,13,3,2,Lease,Disapproved,67,4,2,Yes,7,0.8451,Pass
1419,15,Sydney,7,2,3,Lease,Approved,36,11,2,Yes,28,1.44716,Fail
1420,15,Sydney,3,3,2,Lease,Approved,35,9,7,Yes,18,1.25527,Fail
1421,15,Paris,9,4,3,Lease,Approved,71,2,0,No,4,0.60206,Pass
1422,15,New York,15,4,1,Lease,Disapproved,72,4,0,No,8,0.90309,Pass
1423,15,New York,10,4,3,Loan,Approved,43,5,0,No,10,1,Fail
1424,15,New York,8,4,2,Lease,Approved,34,4,1,Yes,7,0.8451,Pass
1425,15,Paris,10,4,3,Lease,Approved,55,4,1,Yes,6,0.77815,Pass
1426,15,New York,12,5,1,Loan,Approved,69,4,0,No,6,0.77815,Pass
1427,15,New York,9,5,2,Lease,Approved,28,4,0,No,7,0.8451,Pass
1428,15,Sydney,7,3,2,Lease,Approved,57,7,3,Yes,14,1.14613,Fail
1429,15,Paris,13,4,1,Lease,Approved,26,2,0,No,4,0.60206,Pass
1430,15,Sydney,15,1,1,Loan,Disapproved,45,12,8,Yes,24,1.38021,Fail
1431,15,Paris,10,5,3,Lease,Approved,76,4,0,No,6,0.77815,Pass
1432,15,Sydney,12,5,3,Lease,Approved,92,7,5,Yes,13,1.11394,Fail
1433,15,New York,7,5,3,Lease,Approved,43,6,1,Yes,11,1.04139,Fail
1434,15,Sydney,9,1,1,Lease,Approved,64,15,3,Yes,30,1.47712,Fail
1435,15,Paris,12,5,3,Loan,Approved,45,2,0,No,4,0.60206,Pass
1436,15,Sydney,9,1,1,Lease,Approved,29,8,3,Yes,16,1.20412,Fail
1437,15,Paris,12,5,3,Lease,Approved,48,4,2,Yes,7,0.8451,Pass
1438,15,Sydney,12,5,3,Lease,Approved,37,7,5,Yes,13,1.11394,Fail
1439,15,New York,7,5,3,Loan,Approved,56,5,3,Yes,10,1,Fail
1440,15,New York,12,5,1,Lease,Approved,55,6,3,Yes,12,1.07918,Fail
1441,15,New York,12,5,3,Lease,Approved,51,4,1,Yes,7,0.8451,Pass
1442,15,Sydney,10,2,2,Lease,Approved,87,11,6,Yes,23,1.36173,Fail
1443,15,Sydney,7,1,3,Loan,Approved,73,10,4,Yes,19,1.27875,Fail
1444,15,New York,8,5,3,Lease,Approved,44,5,0,No,10,1,Fail
1445,15,New York,14,4,3,Loan,Disapproved,45,5,0,No,9,0.95424,Fail
1446,15,Paris,8,5,3,Lease,Approved,39,2,0,No,4,0.60206,Pass
1447,15,Sydney,8,5,2,Lease,Approved,58,6,2,Yes,12,1.07918,Fail
1448,15,Paris,14,5,3,Lease,Disapproved,57,4,0,No,8,0.90309,Pass
1449,15,New York,12,5,3,Lease,Approved,56,6,2,Yes,11,1.04139,Fail
1450,15,Sydney,14,2,1,Lease,Disapproved,55,7,5,Yes,13,1.11394,Fail
1451,15,Sydney,9,4,3,Lease,Approved,91,8,3,Yes,16,1.20412,Fail
1452,15,Sydney,8,4,1,Loan,Approved,62,9,6,Yes,18,1.25527,Fail
1453,15,Paris,12,4,3,Lease,Approved,53,4,1,Yes,6,0.77815,Pass
1454,15,New York,16,4,1,Lease,Disapproved,24,4,2,Yes,7,0.8451,Pass
1455,15,Paris,11,4,2,Loan,Approved,55,4,2,Yes,7,0.8451,Pass
1456,15,Paris,6,4,3,Lease,Approved,39,4,2,Yes,7,0.8451,Pass
1457,15,Paris,11,4,2,Lease,Approved,48,4,0,No,6,0.77815,Pass
1458,15,Sydney,14,4,2,Lease,Disapproved,37,5,0,No,10,1,Fail
1459,15,New York,7,4,1,Lease,Approved,46,6,1,Yes,12,1.07918,Fail
1460,15,Sydney,12,4,1,Lease,Approved,25,5,0,No,10,1,Fail
1461,15,New York,10,4,3,Lease,Approved,41,4,1,Yes,6,0.77815,Pass
1462,15,Sydney,11,4,1,Loan,Approved,52,7,3,Yes,14,1.14613,Fail
1463,15,Sydney,7,4,2,Lease,Approved,78,8,3,Yes,17,1.23045,Fail
1464,15,New York,8,4,1,Lease,Approved,64,5,0,No,10,1,Fail
1465,15,New York,11,4,3,Lease,Approved,40,5,0,No,10,1,Fail
1466,15,New York,13,3,2,Loan,Approved,40,5,0,No,9,0.95424,Fail
1467,15,Sydney,10,2,3,Lease,Approved,90,14,3,Yes,29,1.4624,Fail
1468,15,New York,13,3,1,Lease,Approved,70,6,1,Yes,12,1.07918,Fail
1469,15,New York,10,3,2,Loan,Approved,50,5,0,No,9,0.95424,Fail
1470,15,Sydney,7,3,3,Lease,Approved,60,8,3,Yes,16,1.20412,Fail
1471,15,Sydney,12,3,1,Lease,Approved,85,7,3,Yes,14,1.14613,Fail
1472,15,New York,8,5,2,Loan,Approved,92,4,2,Yes,6,0.77815,Pass
1473,15,Paris,11,4,1,Lease,Approved,88,4,2,Yes,6,0.77815,Pass
1474,15,Sydney,9,3,3,Loan,Approved,54,7,5,Yes,13,1.11394,Fail
1475,15,Sydney,9,3,3,Loan,Approved,35,7,3,Yes,14,1.14613,Fail
1476,15,New York,7,2,2,Lease,Approved,39,4,0,No,7,0.8451,Pass
1477,15,New York,7,2,2,Lease,Approved,48,6,1,Yes,11,1.04139,Fail
1478,15,Sydney,14,2,3,Lease,Disapproved,67,7,5,Yes,13,1.11394,Fail
1479,15,Sydney,13,2,2,Loan,Disapproved,86,8,3,Yes,16,1.20412,Fail
1480,15,New York,10,5,2,Loan,Approved,25,4,0,No,7,0.8451,Pass
1481,15,Sydney,13,1,2,Lease,Disapproved,21,6,5,Yes,12,1.07918,Fail
1482,15,New York,4,5,1,Lease,Approved,32,4,0,No,8,0.90309,Pass
1483,15,New York,13,5,3,Lease,Disapproved,103,5,0,No,10,1,Fail
1484,15,Sydney,15,1,1,Loan,Disapproved,24,10,4,Yes,19,1.27875,Fail
1485,15,New York,7,5,1,Loan,Approved,65,4,0,No,8,0.90309,Pass
1486,15,New York,11,5,3,Lease,Approved,39,5,0,No,9,0.95424,Fail
1487,15,Sydney,9,2,1,Lease,Approved,78,11,7,Yes,23,1.36173,Fail
1488,15,New York,9,5,3,Lease,Approved,57,5,0,No,9,0.95424,Fail
1489,15,Sydney,18,1,1,Lease,Disapproved,36,7,4,Yes,13,1.11394,Fail
1490,15,Sydney,8,1,2,Lease,Approved,55,13,7,Yes,25,1.39794,Fail
1491,15,New York,11,5,2,Lease,Approved,81,5,0,No,9,0.95424,Fail
1492,15,Sydney,12,5,1,Lease,Approved,82,10,4,Yes,20,1.30103,Fail
1493,15,New York,10,5,1,Lease,Approved,53,5,0,No,10,1,Fail
1494,15,New York,11,5,1,Lease,Approved,84,6,2,Yes,11,1.04139,Fail
1495,15,Sydney,14,1,3,Lease,Disapproved,85,7,3,Yes,14,1.14613,Fail
1496,15,New York,16,1,1,Lease,Disapproved,29,6,2,Yes,12,1.07918,Fail
1497,15,New York,14,3,1,Lease,Disapproved,58,3,0,No,5,0.69897,Pass
1498,15,Sydney,4,2,3,Lease,Approved,82,8,3,Yes,16,1.20412,Fail
1499,15,Sydney,10,5,1,Lease,Approved,36,6,2,Yes,11,1.04139,Fail
1500,15,New York,10,5,1,Loan,Approved,65,6,2,Yes,12,1.07918,Fail
1501,15,Sydney,14,2,3,Loan,Disapproved,31,12,8,Yes,24,1.38021,Fail
1502,15,Sydney,10,3,1,Lease,Approved,42,8,3,Yes,15,1.17609,Fail
1503,15,Sydney,14,1,1,Loan,Disapproved,63,7,3,Yes,14,1.14613,Fail
1504,15,Sydney,17,2,1,Loan,Disapproved,74,6,2,Yes,12,1.07918,Fail
1505,15,New York,15,2,3,Lease,Disapproved,65,5,0,No,9,0.95424,Fail
1506,15,Paris,14,4,2,Loan,Disapproved,59,2,1,Yes,4,0.60206,Pass
1507,15,New York,7,4,1,Lease,Approved,38,5,0,No,9,0.95424,Fail
1508,15,Paris,6,4,1,Lease,Approved,37,3,2,Yes,5,0.69897,Pass
1509,15,Sydney,12,4,3,Loan,Approved,26,11,7,Yes,23,1.36173,Fail
1510,15,New York,14,4,1,Lease,Disapproved,35,4,0,No,7,0.8451,Pass
1511,15,Sydney,9,4,2,Lease,Approved,81,7,4,Yes,13,1.11394,Fail
1512,15,Sydney,5,4,3,Lease,Approved,62,7,4,Yes,13,1.11394,Fail
1513,15,Sydney,9,4,3,Lease,Approved,33,12,3,Yes,26,1.41497,Fail
1514,15,Sydney,12,2,3,Loan,Approved,84,13,2,Yes,27,1.43136,Fail
1515,15,Sydney,12,4,1,Lease,Approved,85,13,8,Yes,25,1.39794,Fail
1516,15,Sydney,10,4,2,Lease,Approved,84,13,6,Yes,25,1.39794,Fail
1517,15,Sydney,15,4,2,Lease,Disapproved,38,4,0,No,8,0.90309,Pass
1518,15,New York,10,4,1,Lease,Approved,87,5,0,No,9,0.95424,Fail
1519,15,New York,6,4,3,Lease,Approved,56,4,0,No,7,0.8451,Pass
1520,15,Sydney,10,4,2,Loan,Approved,35,13,6,Yes,26,1.41497,Fail
1521,15,Paris,13,4,3,Lease,Disapproved,51,0,0,No,3,0.47712,Pass
1522,15,Paris,13,5,3,Loan,Disapproved,27,4,1,Yes,6,0.77815,Pass
1523,15,Sydney,15,3,1,Lease,Disapproved,63,9,7,Yes,18,1.25527,Fail
1524,15,Sydney,13,3,1,Lease,Disapproved,74,9,4,Yes,18,1.25527,Fail
1525,15,Sydney,11,3,1,Lease,Approved,95,8,6,Yes,15,1.17609,Fail
1526,15,New York,8,5,1,Loan,Approved,49,4,1,Yes,6,0.77815,Pass
1527,15,New York,11,3,3,Lease,Approved,28,6,3,Yes,11,1.04139,Fail
1528,15,Sydney,12,3,3,Lease,Approved,47,7,4,Yes,13,1.11394,Fail
1529,15,Sydney,9,3,1,Lease,Approved,46,11,6,Yes,23,1.36173,Fail
1530,15,Sydney,9,3,3,Lease,Approved,15,11,5,Yes,22,1.34242,Fail
1531,15,New York,8,4,1,Lease,Approved,41,4,0,No,8,0.90309,Pass
1532,15,Paris,9,5,1,Loan,Approved,72,0,0,No,3,0.47712,Pass
1533,15,New York,7,4,2,Loan,Approved,53,4,0,No,8,0.90309,Pass
1534,15,New York,8,2,1,Lease,Approved,64,6,2,Yes,11,1.04139,Fail
1535,16,Sydney,9,2,1,Lease,Approved,95,10,4,Yes,20,1.30103,Fail
1536,16,Paris,11,4,3,Lease,Approved,39,4,0,No,7,0.8451,Pass
1537,16,Sydney,9,5,3,Lease,Approved,38,5,0,No,10,1,Fail
1538,16,New York,12,4,1,Lease,Approved,37,4,0,No,8,0.90309,Pass
1539,16,Paris,15,5,3,Lease,Disapproved,66,4,1,Yes,7,0.8451,Pass
1540,16,Sydney,9,5,1,Lease,Approved,65,6,1,Yes,12,1.07918,Fail
1541,16,New York,11,5,3,Lease,Approved,41,4,0,No,8,0.90309,Pass
1542,16,New York,5,5,2,Loan,Approved,52,4,0,No,6,0.77815,Pass
1543,16,New York,7,5,1,Lease,Approved,53,2,0,No,4,0.60206,Pass
1544,16,New York,15,5,3,Lease,Disapproved,50,5,0,No,10,1,Fail
1545,16,Paris,9,5,3,Lease,Approved,70,4,1,Yes,6,0.77815,Pass
1546,16,New York,9,5,1,Lease,Approved,90,5,0,No,10,1,Fail
1547,16,New York,7,5,2,Loan,Approved,30,4,1,Yes,7,0.8451,Pass
1548,16,Sydney,10,5,3,Lease,Approved,47,5,0,No,10,1,Fail
1549,16,Paris,11,5,3,Lease,Approved,36,0,0,No,3,0.47712,Pass
1550,16,New York,9,5,2,Loan,Approved,25,7,5,Yes,13,1.11394,Fail
1551,16,Paris,11,5,2,Lease,Approved,31,2,0,No,4,0.60206,Pass
1552,16,New York,10,5,2,Loan,Approved,92,6,1,Yes,12,1.07918,Fail
1553,16,Sydney,9,2,3,Lease,Approved,33,10,4,Yes,19,1.27875,Fail
1554,16,New York,10,5,2,Loan,Approved,64,4,2,Yes,6,0.77815,Pass
1555,16,Sydney,7,5,2,Lease,Approved,55,6,3,Yes,11,1.04139,Fail
1556,16,Paris,12,5,3,Lease,Approved,39,4,0,No,7,0.8451,Pass
1557,16,Paris,17,4,1,Lease,Disapproved,48,3,2,Yes,5,0.69897,Pass
1558,16,Sydney,11,4,1,Loan,Approved,27,7,3,Yes,14,1.14613,Fail
1559,16,New York,7,5,3,Lease,Approved,36,4,0,No,8,0.90309,Pass
1560,16,Paris,10,5,3,Loan,Approved,55,4,0,No,6,0.77815,Pass
1561,16,Sydney,13,4,3,Lease,Approved,86,6,2,Yes,11,1.04139,Fail
1562,16,Sydney,10,4,3,Loan,Approved,52,6,2,Yes,12,1.07918,Fail
1563,16,New York,12,4,1,Loan,Approved,93,5,0,No,9,0.95424,Fail
1564,16,New York,12,4,3,Lease,Approved,44,4,0,No,7,0.8451,Pass
1565,16,Sydney,11,4,3,Loan,Approved,65,6,2,Yes,11,1.04139,Fail
1566,16,New York,6,4,2,Loan,Approved,39,6,2,Yes,12,1.07918,Fail
1567,16,New York,4,4,2,Lease,Approved,68,5,0,No,10,1,Fail
1568,16,Paris,5,4,1,Lease,Approved,57,4,1,Yes,6,0.77815,Pass
1569,16,Paris,9,4,2,Lease,Approved,36,4,2,Yes,6,0.77815,Pass
1570,16,Sydney,12,1,3,Loan,Approved,45,8,4,Yes,17,1.23045,Fail
1571,16,New York,13,4,3,Lease,Disapproved,41,5,0,No,9,0.95424,Fail
1572,16,Paris,8,4,3,Lease,Approved,72,3,1,Yes,5,0.69897,Pass
1573,16,Sydney,8,4,1,Lease,Approved,23,8,3,Yes,15,1.17609,Fail
1574,16,New York,12,4,2,Loan,Approved,74,6,2,Yes,11,1.04139,Fail
1575,16,Sydney,9,1,3,Lease,Approved,55,11,8,Yes,23,1.36173,Fail
1576,16,New York,10,3,1,Lease,Approved,49,5,0,No,9,0.95424,Fail
1577,16,New York,8,3,3,Lease,Approved,68,0,0,No,3,0.47712,Pass
1578,16,New York,12,3,1,Loan,Approved,57,5,0,No,9,0.95424,Fail
1579,16,New York,9,3,1,Lease,Approved,16,4,0,No,8,0.90309,Pass
1580,16,Sydney,7,3,2,Lease,Approved,65,7,5,Yes,13,1.11394,Fail
1581,16,Paris,9,5,1,Lease,Approved,31,4,2,Yes,6,0.77815,Pass
1582,16,New York,7,3,1,Lease,Approved,22,5,0,No,10,1,Fail
1583,16,Sydney,9,3,3,Loan,Approved,23,12,6,Yes,24,1.38021,Fail
1584,16,New York,16,3,3,Lease,Disapproved,34,3,2,Yes,5,0.69897,Pass
1585,16,New York,13,3,1,Loan,Disapproved,35,5,0,No,9,0.95424,Fail
1586,16,Sydney,10,2,2,Loan,Approved,29,6,2,Yes,12,1.07918,Fail
1587,16,New York,12,4,3,Lease,Approved,18,5,0,No,10,1,Fail
1588,16,New York,6,4,2,Loan,Approved,47,4,0,No,8,0.90309,Pass
1589,16,New York,12,2,1,Lease,Approved,66,6,2,Yes,12,1.07918,Fail
1590,16,New York,13,2,1,Loan,Disapproved,65,6,2,Yes,11,1.04139,Fail
1591,16,New York,16,5,1,Loan,Disapproved,61,4,0,No,8,0.90309,Pass
1592,16,Sydney,9,4,3,Lease,Approved,42,10,4,Yes,20,1.30103,Fail
1593,16,Sydney,12,4,1,Lease,Approved,53,6,2,Yes,11,1.04139,Fail
1594,16,New York,7,4,2,Loan,Approved,84,2,0,No,4,0.60206,Pass
1595,16,Paris,10,5,3,Lease,Approved,35,2,0,No,4,0.60206,Pass
1596,16,New York,7,5,2,Lease,Approved,69,4,0,No,7,0.8451,Pass
1597,16,Paris,11,5,1,Loan,Approved,48,2,0,No,4,0.60206,Pass
1598,16,Paris,8,5,1,Lease,Approved,27,4,2,Yes,6,0.77815,Pass
1599,16,Sydney,13,2,3,Lease,Disapproved,36,7,3,Yes,14,1.14613,Fail
1600,16,Sydney,8,5,1,Lease,Approved,45,8,6,Yes,15,1.17609,Fail
1601,16,Paris,12,5,2,Lease,Approved,31,4,0,No,8,0.90309,Pass
1602,16,New York,8,5,2,Lease,Approved,72,5,0,No,10,1,Fail
1603,16,Paris,15,5,1,Loan,Disapproved,53,3,1,Yes,5,0.69897,Pass
1604,16,Sydney,8,4,2,Lease,Approved,74,8,4,Yes,17,1.23045,Fail
1605,16,New York,9,5,2,Lease,Approved,45,4,0,No,8,0.90309,Pass
1606,16,Sydney,14,3,2,Lease,Disapproved,49,6,3,Yes,11,1.04139,Fail
1607,16,New York,12,5,3,Lease,Approved,78,4,0,No,8,0.90309,Pass
1608,16,Sydney,12,5,1,Lease,Approved,67,5,0,No,10,1,Fail
1609,16,New York,10,5,3,Lease,Approved,26,4,2,Yes,7,0.8451,Pass
1610,16,New York,9,5,1,Lease,Approved,65,4,1,Yes,6,0.77815,Pass
1611,16,Sydney,8,5,2,Lease,Approved,41,6,5,Yes,12,1.07918,Fail
1612,16,Sydney,9,2,1,Lease,Approved,42,7,3,Yes,14,1.14613,Fail
1613,16,Sydney,11,2,3,Lease,Approved,73,7,3,Yes,14,1.14613,Fail
1614,16,Paris,6,5,1,Loan,Approved,34,2,0,No,4,0.60206,Pass
1615,16,Sydney,10,5,2,Loan,Approved,65,6,2,Yes,11,1.04139,Fail
1616,16,Sydney,10,4,2,Loan,Approved,29,7,3,Yes,14,1.14613,Fail
1617,16,New York,13,4,1,Loan,Disapproved,68,5,0,No,10,1,Fail
1618,16,New York,11,4,2,Loan,Approved,17,4,0,No,8,0.90309,Pass
1619,16,Paris,9,4,1,Lease,Approved,36,4,1,Yes,6,0.77815,Pass
1620,16,Sydney,8,4,1,Lease,Approved,55,8,3,Yes,16,1.20412,Fail
1621,16,Paris,13,4,2,Lease,Disapproved,11,2,1,Yes,4,0.60206,Pass
1622,16,Paris,2,4,3,Loan,Approved,22,3,2,Yes,5,0.69897,Pass
1623,16,Paris,13,5,2,Lease,Disapproved,33,0,0,No,3,0.47712,Pass
1624,16,Sydney,8,4,3,Lease,Approved,44,9,4,Yes,18,1.25527,Fail
1625,16,Paris,8,4,3,Lease,Approved,55,4,1,Yes,6,0.77815,Pass
1626,16,New York,12,4,1,Lease,Approved,59,5,0,No,9,0.95424,Fail
1627,16,New York,5,4,1,Lease,Approved,58,7,5,Yes,13,1.11394,Fail
1628,16,Paris,9,4,3,Loan,Approved,47,3,0,No,5,0.69897,Pass
1629,16,New York,6,4,3,Lease,Approved,136,4,1,Yes,7,0.8451,Pass
1630,16,Sydney,12,3,2,Loan,Approved,45,8,6,Yes,15,1.17609,Fail
1631,16,Paris,12,5,2,Lease,Approved,41,4,2,Yes,6,0.77815,Pass
1632,16,New York,7,3,2,Loan,Approved,32,4,0,No,8,0.90309,Pass
1633,16,Sydney,11,3,3,Lease,Approved,33,7,3,Yes,12,1.07918,Fail
1634,16,Sydney,9,1,3,Lease,Approved,74,7,3,Yes,14,1.14613,Fail
1635,16,New York,11,3,2,Lease,Approved,75,4,1,Yes,7,0.8451,Pass
1636,16,Sydney,16,3,1,Lease,Disapproved,79,7,3,Yes,14,1.14613,Fail
1637,16,Sydney,10,2,1,Lease,Approved,38,8,3,Yes,16,1.20412,Fail
